Src,Dst,Source
WNT9A,FZD5&LRP6,cellcall
WNT9A,FZD5&LRP5,cellcall
WNT9A,FZD3&LRP6,cellcall
WNT9A,FZD3&LRP5,cellcall
WNT9A,FZD1&LRP6,cellcall
WNT9A,FZD1&LRP5,cellcall
WNT9A,FZD4&LRP6,cellcall
WNT9A,FZD4&LRP5,cellcall
WNT9A,FZD6&LRP6,cellcall
WNT9A,FZD6&LRP5,cellcall
WNT9A,FZD7&LRP6,cellcall
WNT9A,FZD7&LRP5,cellcall
WNT9A,FZD8&LRP6,cellcall
WNT9A,FZD8&LRP5,cellcall
WNT9A,FZD9&LRP6,cellcall
WNT9A,FZD9&LRP5,cellcall
WNT9B,FZD10&LRP6,cellcall
WNT9B,FZD10&LRP5,cellcall
WNT9B,FZD2&LRP6,cellcall
WNT9B,FZD2&LRP5,cellcall
WNT9B,FZD5&LRP6,cellcall
WNT9B,FZD5&LRP5,cellcall
WNT9B,FZD3&LRP6,cellcall
WNT9B,FZD3&LRP5,cellcall
WNT9B,FZD1&LRP6,cellcall
WNT9B,FZD1&LRP5,cellcall
WNT9B,FZD4&LRP6,cellcall
WNT9B,FZD4&LRP5,cellcall
WNT9B,FZD6&LRP6,cellcall
WNT9B,FZD6&LRP5,cellcall
WNT9B,FZD7&LRP6,cellcall
WNT9B,FZD7&LRP5,cellcall
WNT9B,FZD8&LRP6,cellcall
WNT9B,FZD8&LRP5,cellcall
WNT9B,FZD9&LRP6,cellcall
WNT9B,FZD9&LRP5,cellcall
WNT10A,FZD10&LRP6,cellcall
WNT10A,FZD10&LRP5,cellcall
WNT10A,FZD2&LRP6,cellcall
WNT10A,FZD2&LRP5,cellcall
WNT10A,FZD5&LRP6,cellcall
WNT10A,FZD5&LRP5,cellcall
WNT10A,FZD3&LRP6,cellcall
WNT10A,FZD3&LRP5,cellcall
WNT10A,FZD1&LRP6,cellcall
WNT10A,FZD1&LRP5,cellcall
WNT10A,FZD4&LRP6,cellcall
WNT10A,FZD4&LRP5,cellcall
WNT10A,FZD6&LRP6,cellcall
WNT10A,FZD6&LRP5,cellcall
WNT10A,FZD7&LRP6,cellcall
WNT10A,FZD7&LRP5,cellcall
WNT10A,FZD8&LRP6,cellcall
WNT10A,FZD8&LRP5,cellcall
WNT10A,FZD9&LRP6,cellcall
WNT10A,FZD9&LRP5,cellcall
WNT5B,FZD9&LRP6,cellcall
WNT5B,FZD9&LRP5,cellcall
WNT3A,FZD10&LRP6,cellcall
WNT3A,FZD10&LRP5,cellcall
WNT3A,FZD2&LRP6,cellcall
WNT3A,FZD2&LRP5,cellcall
WNT3A,FZD5&LRP6,cellcall
WNT3A,FZD5&LRP5,cellcall
WNT3A,FZD3&LRP6,cellcall
WNT3A,FZD3&LRP5,cellcall
WNT3A,FZD1&LRP6,cellcall
WNT3A,FZD1&LRP5,cellcall
WNT3A,FZD4&LRP6,cellcall
WNT3A,FZD4&LRP5,cellcall
WNT3A,FZD6&LRP6,cellcall
WNT3A,FZD6&LRP5,cellcall
WNT3A,FZD7&LRP6,cellcall
WNT3A,FZD7&LRP5,cellcall
WNT3A,FZD8&LRP6,cellcall
WNT3A,FZD8&LRP5,cellcall
WNT3A,FZD9&LRP6,cellcall
WNT3A,FZD9&LRP5,cellcall
TGFB1,TGFbR1&R2,CellChat
TGFB2,TGFbR1&R2,CellChat
TGFB3,TGFbR1&R2,CellChat
TGFB1,ACVR1B&TGFbR2,CellChat
TGFB1,ACVR1C&TGFbR2,CellChat
TGFB2,ACVR1B&TGFbR2,CellChat
TGFB2,ACVR1C&TGFbR2,CellChat
TGFB3,ACVR1B&TGFbR2,CellChat
TGFB3,ACVR1C&TGFbR2,CellChat
TGFB1,ACVR1&TGFbR,CellChat
TGFB2,ACVR1&TGFbR,CellChat
TGFB3,ACVR1&TGFbR,CellChat
BMP2,BMPR1A&ACVR2A,CellChat
BMP2,BMPR1A&ACVR2B,CellChat
BMP2,BMPR1A&BMPR2,CellChat
BMP2,BMPR1B&ACVR2A,CellChat
BMP2,BMPR1B&ACVR2B,CellChat
BMP2,BMPR1B&BMPR2,CellChat
BMP4,BMPR1A&ACVR2A,CellChat
BMP4,BMPR1A&ACVR2B,CellChat
BMP4,BMPR1A&BMPR2,CellChat
BMP4,BMPR1B&ACVR2A,CellChat
BMP4,BMPR1B&ACVR2B,CellChat
BMP4,BMPR1B&BMPR2,CellChat
GDF5,BMPR1A&ACVR2A,CellChat
GDF5,BMPR1A&ACVR2B,CellChat
GDF5,BMPR1A&BMPR2,CellChat
GDF5,BMPR1B&ACVR2A,CellChat
GDF5,BMPR1B&ACVR2B,CellChat
GDF5,BMPR1B&BMPR2,CellChat
GDF6,BMPR1A&ACVR2A,CellChat
GDF6,BMPR1A&ACVR2B,CellChat
GDF6,BMPR1A&BMPR2,CellChat
GDF6,BMPR1B&ACVR2A,CellChat
GDF6,BMPR1B&ACVR2B,CellChat
GDF6,BMPR1B&BMPR2,CellChat
GDF7,BMPR1A&ACVR2A,CellChat
GDF7,BMPR1A&ACVR2B,CellChat
GDF7,BMPR1A&BMPR2,CellChat
GDF7,BMPR1B&ACVR2A,CellChat
GDF7,BMPR1B&ACVR2B,CellChat
GDF7,BMPR1B&BMPR2,CellChat
BMP15,BMPR1B&BMPR2,CellChat
BMP5,ACVR1&ACVR2A,CellChat
BMP5,ACVR1&ACVR2B,CellChat
BMP5,ACVR1&BMPR2,CellChat
BMP5,BMPR1A&ACVR2A,CellChat
BMP5,BMPR1A&ACVR2B,CellChat
BMP5,BMPR1A&BMPR2,CellChat
BMP5,BMPR1B&ACVR2A,CellChat
BMP5,BMPR1B&ACVR2B,CellChat
BMP5,BMPR1B&BMPR2,CellChat
BMP6,ACVR1&ACVR2A,CellChat
BMP6,ACVR1&ACVR2B,CellChat
BMP6,ACVR1&BMPR2,CellChat
BMP6,BMPR1A&ACVR2A,CellChat
BMP6,BMPR1A&ACVR2B,CellChat
BMP6,BMPR1A&BMPR2,CellChat
BMP6,BMPR1B&ACVR2A,CellChat
BMP6,BMPR1B&ACVR2B,CellChat
BMP6,BMPR1B&BMPR2,CellChat
BMP7,ACVR1&ACVR2A,CellChat
BMP7,ACVR1&ACVR2B,CellChat
BMP7,ACVR1&BMPR2,CellChat
BMP7,BMPR1A&ACVR2A,CellChat
BMP7,BMPR1A&ACVR2B,CellChat
BMP7,BMPR1A&BMPR2,CellChat
BMP7,BMPR1B&ACVR2A,CellChat
BMP7,BMPR1B&ACVR2B,CellChat
BMP7,BMPR1B&BMPR2,CellChat
BMP8A,ACVR1&ACVR2A,CellChat
BMP8A,ACVR1&ACVR2B,CellChat
BMP8A,ACVR1&BMPR2,CellChat
BMP8A,BMPR1A&ACVR2A,CellChat
BMP8A,BMPR1A&ACVR2B,CellChat
BMP8A,BMPR1A&BMPR2,CellChat
BMP8A,BMPR1B&ACVR2A,CellChat
BMP8A,BMPR1B&ACVR2B,CellChat
BMP8A,BMPR1B&BMPR2,CellChat
BMP8B,ACVR1&ACVR2A,CellChat
BMP8B,ACVR1&ACVR2B,CellChat
BMP8B,ACVR1&BMPR2,CellChat
BMP8B,BMPR1A&ACVR2A,CellChat
BMP8B,BMPR1A&ACVR2B,CellChat
BMP8B,BMPR1A&BMPR2,CellChat
BMP8B,BMPR1B&ACVR2A,CellChat
BMP8B,BMPR1B&ACVR2B,CellChat
BMP8B,BMPR1B&BMPR2,CellChat
BMP10,ACVRL1&BMPR2,CellChat
BMP10,ACVRL1&ACVR2A,CellChat
GDF2,ACVRL1&BMPR2,CellChat
GDF2,ACVRL1&ACVR2A,CellChat
GDF9,ACVR1B&BMPR2,CellChat
GDF10,ACVR1B&ACVR2A,CellChat
GDF11,TGFBR1&ACVR2A,CellChat
GDF11,TGFBR1&ACVR2B,CellChat
GDF11,ACVR1B&ACVR2B,CellChat
MSTN,TGFBR1&ACVR2B,CellChat
MSTN,ACVR1B&ACVR2B,CellChat
MSTN,ACVR1B&ACVR2A,CellChat
MSTN,TGFBR1&ACVR2A,CellChat
AMH,AMHR2&ACVR1,CellChat
AMH,AMHR2&BMPR1A,CellChat
GDNF,GFRA1&RET,CellChat
NRTN,GFRA2&RET,CellChat
ARTN,GFRA3&RET,CellChat
PSPN,GFRA4&RET,CellChat
ARTN,GFRA1&RET,CellChat
NODAL,ACVR1B&ACVR2A&CFC1,CellChat
NODAL,ACVR1C&ACVR2A&CFC1,CellChat
NODAL,ACVR1B&ACVR2B&CFC1,CellChat
NODAL,ACVR1C&ACVR2B&CFC1,CellChat
GDF1,ACVR1B&ACVR2A&CFC1,CellChat
GDF1,ACVR1B&ACVR2B&CFC1,CellChat
GDF1,ACVR1C&ACVR2A&CFC1,CellChat
GDF1,ACVR1C&ACVR2B&CFC1,CellChat
GDF3,ACVR1B&ACVR2A&CFC1,CellChat
GDF3,ACVR1B&ACVR2B&CFC1,CellChat
GDF3,ACVR1C&ACVR2A&CFC1,CellChat
GDF3,ACVR1C&ACVR2B&CFC1,CellChat
INHBA,ACVR1B&ACVR2A,CellChat
INHBA,ACVR1B&ACVR2B,CellChat
INHBB,ACVR1B&ACVR2A,CellChat
INHBB,ACVR1B&ACVR2B,CellChat
INHBB,ACVR1C&ACVR2A,CellChat
INHBB,ACVR1C&ACVR2B,CellChat
INHBC,ACVR1B&ACVR2A,CellChat
INHBC,ACVR1B&ACVR2B,CellChat
INHBC,ACVR1C&ACVR2A,CellChat
INHBC,ACVR1C&ACVR2B,CellChat
INHBE,ACVR1B&ACVR2A,CellChat
INHBE,ACVR1B&ACVR2B,CellChat
INHBE,ACVR1C&ACVR2A,CellChat
INHBE,ACVR1C&ACVR2B,CellChat
INHBABB,ACVR1B&ACVR2A,CellChat
INHBABB,ACVR1B&ACVR2B,CellChat
INHBABB,ACVR1C&ACVR2A,CellChat
INHB,ACVR1C&ACVR2B,CellChat
EGF,EGFR&ERBB2,CellChat
TGFA,EGFR&ERBB2,CellChat
AREG,EGFR&ERBB2,CellChat
BTC,EGFR&ERBB2,CellChat
BTC,ERBB2&ERBB4,CellChat
HBEGF,EGFR&ERBB2,CellChat
HBEGF,ERBB2&ERBB4,CellChat
EREG,EGFR&ERBB2,CellChat
EREG,ERBB2&ERBB4,CellChat
NRG1,ERBB2&ERBB3,CellChat
NRG1,ERBB2&ERBB4,CellChat
NRG2,ERBB2&ERBB3,CellChat
NRG2,ERBB2&ERBB4,CellChat
NRG3,ERBB2&ERBB4,CellChat
NRG4,ERBB2&ERBB4,CellChat
NRG1,ITGAV&ITGB3,CellChat
VEGFA,FLT1&KDR,CellChat
VEGFC,FLT4&KDR,CellChat
VEGFD,FLT4&KDR,CellChat
IGF1,ITGAV&ITGB3,CellChat
IGF1,ITGA6&ITGB4,CellChat
IGF2,ITGAV&ITGB3,CellChat
IGF2,ITGA6&ITGB4,CellChat
DHH,PTCH1&SMO,CellChat
IHH,PTCH1&SMO,CellChat
SHH,PTCH1&SMO,CellChat
DHH,PTCH2&SMO,CellChat
IHH,PTCH2&SMO,CellChat
SHH,PTCH2&SMO,CellChat
MIF,CD74&CXCR4,CellChat
MIF,CD74&CD44,CellChat
MIF,CD74&CXCR2,CellChat
IL2,IL2RA&IL2RB&IL2RG,CellChat
IL2,IL2RB&IL2RG,CellChat
IL4,IL4R&IL2RG,CellChat
IL7,IL7R&IL2RG,CellChat
IL9,IL9R&IL2RG,CellChat
IL15,IL15RA&IL2RB,CellChat
IL21,IL21R&IL2RG,CellChat
TSLP,IL7R&CRLF2,CellChat
IL3,IL3RA&CSF2RB,CellChat
IL5,IL5RA&CSF2RB,CellChat
CSF2,CSF2RA&CSF2RB,CellChat
IL4,IL4R&IL13RA1,CellChat
IL4,IL4R&IL13RA2,CellChat
IL13,IL4R&IL13RA1,CellChat
IL13,IL4R&IL13RA2,CellChat
IL6,IL6R&IL6ST,CellChat
IL12AB,IL12RB1&IL12RB2,CellChat
IL23A,IL23R&IL12RB1,CellChat
EBI3,IL27RA&IL6ST,CellChat
IL31,IL31RA&OSMR,CellChat
CNTF,CNTFR&LIFR,CellChat
CLCF1,CNTFR&LIFR,CellChat
CTF1,LIFR&IL6ST,CellChat
LIF,LIFR&IL6ST,CellChat
OSM,LIFR&IL6ST,CellChat
OSM,OSMR&IL6ST,CellChat
IL19,IL20RA&IL20RB,CellChat
IL20,IL20RA&IL20RB,CellChat
IL24,IL20RA&IL20RB,CellChat
IL20,IL22RA1&IL20RB,CellChat
IL24,IL22RA1&IL20RB,CellChat
IL22,IL22RA1&IL10RB,CellChat
IL26,IL20RA&IL10RB,CellChat
IL1A,IL1R1&IL1RAP,CellChat
IL1B,IL1R1&IL1RAP,CellChat
IL36RN,IL1RL2&IL1RAP,CellChat
IL36A,IL1RL2&IL1RAP,CellChat
IL36B,IL1RL2&IL1RAP,CellChat
IL36G,IL1RL2&IL1RAP,CellChat
IL1F10,IL1RL2&IL1RAP,CellChat
IL37,IL18R1&IL18RAP,CellChat
IL18,IL18R1&IL18RAP,CellChat
IL33,IL1RL1&IL1RAP,CellChat
IL17A,IL17RA&IL17RC,CellChat
IL17F,IL17RA&IL17RC,CellChat
IL17AF,IL17RA&IL17RC,CellChat
IL17C,IL17RA&IL17RE,CellChat
IL25,IL17RA&IL17RB,CellChat
IFNW1,IFNAR1&IFNAR2,CellChat
IFNK,IFNAR1&IFNAR2,CellChat
IFNE,IFNAR1&IFNAR2,CellChat
IFNA13,IFNAR1&IFNAR2,CellChat
CD40LG,ITGA2B&ITGB3,CellChat
CD40LG,ITGA5&ITGB1,CellChat
CD40LG,ITGAM&ITGB2,CellChat
SPP1,ITGAV&ITGB3,CellChat
SPP1,ITGAV&ITGB1,CellChat
SPP1,ITGAV&ITGB5,CellChat
SPP1,ITGAV&ITGB6,CellChat
SPP1,ITGA4&ITGB1,CellChat
SPP1,ITGA9&ITGB1,CellChat
SPP1,ITGA8&ITGB1,CellChat
SPP1,ITGA5&ITGB1,CellChat
NAMPT,ITGA5&ITGB1,CellChat
ANGPTL1,ITGA1&ITGB1,CellChat
ANGPTL2,ITGA5&ITGB1,CellChat
ANGPTL4,ITGA5&ITGB1,CellChat
ANGPTL4,ITGAV&ITGB3,CellChat
ANGPTL3,ITGAV&ITGB3,CellChat
ANGPT2,ITGA5&ITGB1,CellChat
MDK,ITGA4&ITGB1,CellChat
MDK,ITGA6&ITGB1,CellChat
PTN,ITGAV&ITGB3,CellChat
POSTN,ITGAV&ITGB3,CellChat
POSTN,ITGAV&ITGB5,CellChat
C3,ITGAM&ITGB2,CellChat
C3,ITGAX&ITGB2,CellChat
SEMA3A,NRP1&PLXNA1,CellChat
SEMA3A,NRP1&PLXNA2,CellChat
SEMA3A,NRP1&PLXNA3,CellChat
SEMA3A,NRP1&PLXNA4,CellChat
SEMA3B,NRP1&PLXNA1,CellChat
SEMA3B,NRP1&PLXNA2,CellChat
SEMA3B,NRP1&PLXNA3,CellChat
SEMA3B,NRP1&PLXNA4,CellChat
SEMA3C,NRP1&PLXNA1,CellChat
SEMA3C,NRP1&PLXNA2,CellChat
SEMA3C,NRP1&PLXNA3,CellChat
SEMA3C,NRP1&PLXNA4,CellChat
SEMA3D,NRP1&PLXNA1,CellChat
SEMA3D,NRP1&PLXNA2,CellChat
SEMA3D,NRP1&PLXNA3,CellChat
SEMA3D,NRP1&PLXNA4,CellChat
SEMA3B,NRP2&PLXNA1,CellChat
SEMA3B,NRP2&PLXNA2,CellChat
SEMA3B,NRP2&PLXNA3,CellChat
SEMA3B,NRP2&PLXNA4,CellChat
SEMA3C,NRP2&PLXNA1,CellChat
SEMA3C,NRP2&PLXNA2,CellChat
SEMA3C,NRP2&PLXNA3,CellChat
SEMA3C,NRP2&PLXNA4,CellChat
SEMA3D,NRP2&PLXNA1,CellChat
SEMA3D,NRP2&PLXNA2,CellChat
SEMA3D,NRP2&PLXNA3,CellChat
SEMA3D,NRP2&PLXNA4,CellChat
SEMA3F,NRP2&PLXNA1,CellChat
SEMA3F,NRP2&PLXNA2,CellChat
SEMA3F,NRP2&PLXNA3,CellChat
SEMA3F,NRP2&PLXNA4,CellChat
SEMA3G,NRP2&PLXNA1,CellChat
SEMA3G,NRP2&PLXNA2,CellChat
SEMA3G,NRP2&PLXNA3,CellChat
SEMA3G,NRP2&PLXNA4,CellChat
SEMA3C,NRP1&NRP2,CellChat
COL1A1,ITGA1&ITGB1,CellChat
COL1A2,ITGA1&ITGB1,CellChat
COL2A1,ITGA1&ITGB1,CellChat
COL4A1,ITGA1&ITGB1,CellChat
COL4A2,ITGA1&ITGB1,CellChat
COL4A3,ITGA1&ITGB1,CellChat
COL4A4,ITGA1&ITGB1,CellChat
COL4A5,ITGA1&ITGB1,CellChat
COL4A6,ITGA1&ITGB1,CellChat
COL6A1,ITGA1&ITGB1,CellChat
COL6A2,ITGA1&ITGB1,CellChat
COL6A3,ITGA1&ITGB1,CellChat
COL6A5,ITGA1&ITGB1,CellChat
COL6A6,ITGA1&ITGB1,CellChat
