Src,Dst,LR
CRH,ADCYAP1R1,CRH_ADCYAP1R1
CRH,MC2R,CRH_MC2R
CRH,PTH1R,CRH_PTH1R
CRH,CRHR2,CRH_CRHR2
CRH,GPR20,CRH_GPR20
CRH,GPR84,CRH_GPR84
CALCA,CALCRL&RAMP1,CALCA_CALCRL&RAMP1
CALCA,CALCRL&RAMP2,CALCA_CALCRL&RAMP2
CALCA,CALCRL&RAMP3,CALCA_CALCRL&RAMP3
PRSS1,F2RL2,PRSS1_F2RL2
PRSS1,F2R,PRSS1_F2R
PRSS1,F2RL1,PRSS1_F2RL1
PRSS1,PARD3,PRSS1_PARD3
PRSS1,F2RL3,PRSS1_F2RL3
PRSS2,F2RL2,PRSS2_F2RL2
PRSS2,F2R,PRSS2_F2R
PRSS2,F2RL1,PRSS2_F2RL1
PRSS2,PARD3,PRSS2_PARD3
PRSS2,F2RL3,PRSS2_F2RL3
GRP,NMBR,GRP_NMBR
GRP,GRPR,GRP_GRPR
GRP,BRS3,GRP_BRS3
DCN,TLR4,DCN_TLR4
DCN,TLR2,DCN_TLR2
DCN,EGFR,DCN_EGFR
DCN,MET,DCN_MET
DCN,ERBB4,DCN_ERBB4
INHBA,TGFBR3,INHBA_TGFBR3
INHBA,BAMBI,INHBA_BAMBI
LPA,ITGB2,LPA_ITGB2
LPA,ITGAM,LPA_ITGAM
LPA,LRP2,LPA_LRP2
LPA,LPAR4,LPA_LPAR4
LPA,LPAR2,LPA_LPAR2
LPA,LPAR3,LPA_LPAR3
FGF4,NRP1,FGF4_NRP1
FGF4,FGFR1,FGF4_FGFR1
FGF4,FGFR2,FGF4_FGFR2
FGF4,FGFR4,FGF4_FGFR4
FGF4,FGFR3,FGF4_FGFR3
FGF4,FGFRL1,FGF4_FGFRL1
IL3,CSF2RB&IL3RA,IL3_CSF2RB&IL3RA
NMB,NMBR,NMB_NMBR
NMB,GRPR,NMB_GRPR
NMB,BRS3,NMB_BRS3
FGF2,NRP1,FGF2_NRP1
FGF2,SDC3,FGF2_SDC3
FGF2,GPC4,FGF2_GPC4
FGF2,FGFR1,FGF2_FGFR1
FGF2,CD44,FGF2_CD44
FGF2,SDC1,FGF2_SDC1
FGF2,FGFR2,FGF2_FGFR2
FGF2,FGFR4,FGF2_FGFR4
FGF2,FGFR3,FGF2_FGFR3
FGF2,SDC2,FGF2_SDC2
FGF2,FGFRL1,FGF2_FGFRL1
CXCL1,ADRA2A,CXCL1_ADRA2A
CXCL1,CXCR1,CXCL1_CXCR1
CXCL1,CXCR2,CXCL1_CXCR2
CXCL1,MTNR1A,CXCL1_MTNR1A
CXCL1,GRM7,CXCL1_GRM7
CXCL1,ACKR1,CXCL1_ACKR1
LGALS1,ITGB1,LGALS1_ITGB1
LGALS1,PTPRC,LGALS1_PTPRC
WNT2,FZD9&LRP5,WNT2_FZD9&LRP5
WNT2,FZD9&LRP6,WNT2_FZD9&LRP6
WNT2,FZD6&LRP5,WNT2_FZD6&LRP5
WNT2,FZD6&LRP6,WNT2_FZD6&LRP6
WNT2,FZD7&LRP5,WNT2_FZD7&LRP5
WNT2,FZD7&LRP6,WNT2_FZD7&LRP6
WNT2,FZD5&LRP5,WNT2_FZD5&LRP5
WNT2,FZD2&LRP5,WNT2_FZD2&LRP5
WNT2,FZD8&LRP5,WNT2_FZD8&LRP5
WNT2,FZD3&LRP5,WNT2_FZD3&LRP5
WNT2,FZD4&LRP5,WNT2_FZD4&LRP5
WNT2,FZD10&LRP5,WNT2_FZD10&LRP5
WNT2,FZD1&LRP5,WNT2_FZD1&LRP5
WNT2,FZD5&LRP6,WNT2_FZD5&LRP6
WNT2,FZD2&LRP6,WNT2_FZD2&LRP6
WNT2,FZD8&LRP6,WNT2_FZD8&LRP6
WNT2,FZD3&LRP6,WNT2_FZD3&LRP6
WNT2,FZD4&LRP6,WNT2_FZD4&LRP6
WNT2,FZD10&LRP6,WNT2_FZD10&LRP6
WNT2,FZD1&LRP6,WNT2_FZD1&LRP6
GIP,RAMP2,GIP_RAMP2
GIP,RAMP3,GIP_RAMP3
GIP,INSR,GIP_INSR
GIP,ADRB2,GIP_ADRB2
GIP,ADRB3,GIP_ADRB3
GIP,TSHR,GIP_TSHR
GIP,VIPR1,GIP_VIPR1
GIP,ADCYAP1R1,GIP_ADCYAP1R1
GIP,GIPR,GIP_GIPR
GIP,PTH1R,GIP_PTH1R
GIP,GPR20,GIP_GPR20
GIP,GPR84,GIP_GPR84
SCT,RAMP2,SCT_RAMP2
SCT,RAMP3,SCT_RAMP3
SCT,ADRB2,SCT_ADRB2
SCT,ADRB3,SCT_ADRB3
SCT,TSHR,SCT_TSHR
SCT,VIPR1,SCT_VIPR1
SCT,ADCYAP1R1,SCT_ADCYAP1R1
SCT,VIPR2,SCT_VIPR2
SCT,SCTR,SCT_SCTR
SCT,PTH1R,SCT_PTH1R
SCT,GPR20,SCT_GPR20
SCT,GPR84,SCT_GPR84
CSF3,CSF1R,CSF3_CSF1R
CSF3,CSF3R,CSF3_CSF3R
C4B,CD46,C4B_CD46
C4B,CR1,C4B_CR1
NPS,RAMP2,NPS_RAMP2
NPS,RAMP3,NPS_RAMP3
NPS,ADRB2,NPS_ADRB2
NPS,ADRB3,NPS_ADRB3
NPS,TSHR,NPS_TSHR
NPS,VIPR1,NPS_VIPR1
NPS,ADCYAP1R1,NPS_ADCYAP1R1
NPS,PTH1R,NPS_PTH1R
NPS,NPSR1,NPS_NPSR1
NPS,GPR20,NPS_GPR20
NPS,GPR84,NPS_GPR84
SAA1,TLR2,SAA1_TLR2
SAA1,ADRA2A,SAA1_ADRA2A
SAA1,CD36,SAA1_CD36
SAA1,FPR1,SAA1_FPR1
SAA1,FPR2,SAA1_FPR2
SAA1,MTNR1A,SAA1_MTNR1A
SAA1,GRM7,SAA1_GRM7
SAA1,SCARB1,SAA1_SCARB1
APELA,APLNR,APELA_APLNR
CSH1,PRLR,CSH1_PRLR
CSH2,PRLR,CSH2_PRLR
CGB8,LHCGR,CGB8_LHCGR
SLURP2,CHRNA3,SLURP2_CHRNA3
PYY,ADRA2A,PYY_ADRA2A
PYY,NPY1R,PYY_NPY1R
PYY,MTNR1A,PYY_MTNR1A
PYY,NPY2R,PYY_NPY2R
PYY,NPY4R,PYY_NPY4R
PYY,GRM7,PYY_GRM7
PYY,NPY5R,PYY_NPY5R
PYY,NPY6R,PYY_NPY6R
PYY,GPR83,PYY_GPR83
CALCB,RAMP1,CALCB_RAMP1
CALCB,RAMP2,CALCB_RAMP2
CALCB,RAMP3,CALCB_RAMP3
CALCB,ADRB2,CALCB_ADRB2
CALCB,ADRB3,CALCB_ADRB3
CALCB,TSHR,CALCB_TSHR
CALCB,VIPR1,CALCB_VIPR1
CALCB,ADCYAP1R1,CALCB_ADCYAP1R1
CALCB,PTH1R,CALCB_PTH1R
CALCB,CALCRL,CALCB_CALCRL
CALCB,GPR20,CALCB_GPR20
CALCB,GPR84,CALCB_GPR84
CXCL8,SDC3,CXCL8_SDC3
CXCL8,ADRA2A,CXCL8_ADRA2A
CXCL8,CD79A,CXCL8_CD79A
CXCL8,SDC1,CXCL8_SDC1
CXCL8,CXCR1,CXCL8_CXCR1
CXCL8,CXCR2,CXCL8_CXCR2
CXCL8,SDC2,CXCL8_SDC2
CXCL8,KDR,CXCL8_KDR
CXCL8,MTNR1A,CXCL8_MTNR1A
CXCL8,GRM7,CXCL8_GRM7
CXCL8,ACKR1,CXCL8_ACKR1
CCL3,CCR1,CCL3_CCR1
CCL3,CCR3,CCL3_CCR3
CCL3,CCR4,CCL3_CCR4
CCL3,CCR5,CCL3_CCR5
SPP1,ITGAV&ITGB3,SPP1_ITGAV&ITGB3
SPP1,ITGAV&ITGB1,SPP1_ITGAV&ITGB1
SPP1,ITGA5&ITGB1,SPP1_ITGA5&ITGB1
SPP1,ITGA4&ITGB1,SPP1_ITGA4&ITGB1
SPP1,ITGA8&ITGB1,SPP1_ITGA8&ITGB1
SPP1,ITGA9&ITGB1,SPP1_ITGA9&ITGB1
SPP1,ITGAV&ITGB5,SPP1_ITGAV&ITGB5
SPP1,ITGAV&ITGB6,SPP1_ITGAV&ITGB6
SPP1,CD44,SPP1_CD44
SPP1,PTGER4,SPP1_PTGER4
SPP1,CCR8,SPP1_CCR8
PF4V1,CXCR3,PF4V1_CXCR3
RBP3,NOTCH1,RBP3_NOTCH1
FGF6,FGFR1,FGF6_FGFR1
FGF6,FGFR2,FGF6_FGFR2
FGF6,FGFR4,FGF6_FGFR4
FGF6,FGFR3,FGF6_FGFR3
IAPP,RAMP1,IAPP_RAMP1
IAPP,RAMP2,IAPP_RAMP2
IAPP,RAMP3,IAPP_RAMP3
IAPP,ADRB2,IAPP_ADRB2
IAPP,ADRB3,IAPP_ADRB3
IAPP,TSHR,IAPP_TSHR
IAPP,VIPR1,IAPP_VIPR1
IAPP,ADCYAP1R1,IAPP_ADCYAP1R1
IAPP,PTH1R,IAPP_PTH1R
IAPP,CALCRL,IAPP_CALCRL
IAPP,GPR20,IAPP_GPR20
IAPP,GPR84,IAPP_GPR84
FGF3,FGFR1,FGF3_FGFR1
FGF3,FGFR2,FGF3_FGFR2
FGF3,FGFR4,FGF3_FGFR4
FGF3,FGFR3,FGF3_FGFR3
FGF3,FGFRL1,FGF3_FGFRL1
SCGB1A1,LRP2,SCGB1A1_LRP2
FGF5,FGFR1,FGF5_FGFR1
FGF5,FGFR2,FGF5_FGFR2
FGF5,FGFR4,FGF5_FGFR4
FGF5,FGFR3,FGF5_FGFR3
PTHLH,RAMP2,PTHLH_RAMP2
PTHLH,RAMP3,PTHLH_RAMP3
PTHLH,ADRB2,PTHLH_ADRB2
PTHLH,ADRB3,PTHLH_ADRB3
PTHLH,TSHR,PTHLH_TSHR
PTHLH,VIPR1,PTHLH_VIPR1
PTHLH,ADCYAP1R1,PTHLH_ADCYAP1R1
PTHLH,PTH2R,PTHLH_PTH2R
PTHLH,PRLHR,PTHLH_PRLHR
PTHLH,PTH1R,PTHLH_PTH1R
PTHLH,GPR20,PTHLH_GPR20
PTHLH,GPR84,PTHLH_GPR84
PIP,CD4,PIP_CD4
PIP,NPTN,PIP_NPTN
GZMA,F2RL2,GZMA_F2RL2
GZMA,F2R,GZMA_F2R
GZMA,F2RL1,GZMA_F2RL1
GZMA,PARD3,GZMA_PARD3
GZMA,F2RL3,GZMA_F2RL3
BMP2,ACVR2A&BMPR1B,BMP2_ACVR2A&BMPR1B
BMP2,ACVR2B&BMPR1B,BMP2_ACVR2B&BMPR1B
BMP2,BMPR1B&BMPR2,BMP2_BMPR1B&BMPR2
BMP2,ACVR2A&BMPR1A,BMP2_ACVR2A&BMPR1A
BMP2,ACVR2B&BMPR1A,BMP2_ACVR2B&BMPR1A
BMP2,BMPR1A&BMPR2,BMP2_BMPR1A&BMPR2
BMP2,GPC1,BMP2_GPC1
BMP2,ACVR1,BMP2_ACVR1
BMP2,SMO,BMP2_SMO
BMP4,ACVR2A&BMPR1B,BMP4_ACVR2A&BMPR1B
BMP4,ACVR2B&BMPR1B,BMP4_ACVR2B&BMPR1B
BMP4,BMPR1B&BMPR2,BMP4_BMPR1B&BMPR2
BMP4,ACVR2A&BMPR1A,BMP4_ACVR2A&BMPR1A
BMP4,ACVR2B&BMPR1A,BMP4_ACVR2B&BMPR1A
BMP4,BMPR1A&BMPR2,BMP4_BMPR1A&BMPR2
BMP4,LRP6,BMP4_LRP6
BMP3,ACVR1B&ACVR2A,BMP3_ACVR1B&ACVR2A
BMP3,BMPR1B,BMP3_BMPR1B
BMP3,BMPR1A,BMP3_BMPR1A
BMP3,ACVR2B,BMP3_ACVR2B
BMP3,BMPR2,BMP3_BMPR2
MLN,MLNR,MLN_MLNR
IL7,IL2RG&IL7R,IL7_IL2RG&IL7R
CCL4,CCR1,CCL4_CCR1
CCL4,CNR2,CCL4_CNR2
CCL4,CCR3,CCL4_CCR3
CCL4,CCR5,CCL4_CCR5
CCL4,CCR8,CCL4_CCR8
CCL4,GPR152,CCL4_GPR152
CCL4,GPRC5D,CCL4_GPRC5D
BMP1,BMPR1B,BMP1_BMPR1B
BMP1,BMPR1A,BMP1_BMPR1A
BMP1,BMPR2,BMP1_BMPR2
CCL2,CCR1,CCL2_CCR1
CCL2,CCR2,CCL2_CCR2
CCL2,CCR10,CCL2_CCR10
CCL2,CCR3,CCL2_CCR3
CCL2,CCR4,CCL2_CCR4
CCL2,CCR5,CCL2_CCR5
CCL2,ACKR1,CCL2_ACKR1
CCL2,ACKR4,CCL2_ACKR4
CCL5,CCRL2,CCL5_CCRL2
CCL5,GPR75,CCL5_GPR75
CCL5,ADRA2A,CCL5_ADRA2A
CCL5,SDC1,CCL5_SDC1
CCL5,CCR1,CCL5_CCR1
CCL5,MTNR1A,CCL5_MTNR1A
CCL5,CXCR3,CCL5_CXCR3
CCL5,CCR3,CCL5_CCR3
CCL5,CCR4,CCL5_CCR4
CCL5,CCR5,CCL5_CCR5
CCL5,GRM7,CCL5_GRM7
CCL5,ACKR1,CCL5_ACKR1
CCL5,ACKR4,CCL5_ACKR4
VCAN,TLR2,VCAN_TLR2
VCAN,EGFR,VCAN_EGFR
VCAN,ITGB1,VCAN_ITGB1
VCAN,ITGA4,VCAN_ITGA4
VCAN,SELL,VCAN_SELL
VCAN,CD44,VCAN_CD44
VCAN,SELP,VCAN_SELP
VCAN,TLR1,VCAN_TLR1
OSM,IL6ST&LIFR,OSM_IL6ST&LIFR
OSM,IL6ST&OSMR,OSM_IL6ST&OSMR
COL11A2,ITGA10&ITGB1,COL11A2_ITGA10&ITGB1
COL11A2,ITGA2&ITGB1,COL11A2_ITGA2&ITGB1
COL11A2,ITGA1&ITGB1,COL11A2_ITGA1&ITGB1
COL11A2,ITGA11&ITGB1,COL11A2_ITGA11&ITGB1
CD59,CD2,CD59_CD2
EDN3,EDNRB,EDN3_EDNRB
EDN3,EDNRA,EDN3_EDNRA
MIF,CD44&CD74,MIF_CD44&CD74
MIF,CD74&CXCR2,MIF_CD74&CXCR2
MIF,CD74&CXCR4,MIF_CD74&CXCR4
MIF,EGFR,MIF_EGFR
MIF,ACKR3,MIF_ACKR3
MIF,TNFRSF14,MIF_TNFRSF14
MIF,TNFRSF10D,MIF_TNFRSF10D
HGF,NRP1,HGF_NRP1
HGF,ITGB1,HGF_ITGB1
HGF,MET,HGF_MET
HGF,CD44,HGF_CD44
HGF,SDC1,HGF_SDC1
HGF,SDC2,HGF_SDC2
NID1,ITGB3,NID1_ITGB3
NID1,ITGB1,NID1_ITGB1
NID1,ITGAV,NID1_ITGAV
NID1,PTPRF,NID1_PTPRF
NID1,ITGA3,NID1_ITGA3
LIF,IL6ST&LIFR,LIF_IL6ST&LIFR
IL9,IL2RG&IL9R,IL9_IL2RG&IL9R
AREG,EGFR&ERBB2,AREG_EGFR&ERBB2
AREG,ERBB3,AREG_ERBB3
VEGFA,FLT1&KDR,VEGFA_FLT1&KDR
VEGFA,NRP1,VEGFA_NRP1
VEGFA,NRP2,VEGFA_NRP2
VEGFA,EGFR,VEGFA_EGFR
VEGFA,ITGB3,VEGFA_ITGB3
VEGFA,ITGB1,VEGFA_ITGB1
VEGFA,ITGAV,VEGFA_ITGAV
VEGFA,RET,VEGFA_RET
VEGFA,EPHB2,VEGFA_EPHB2
VEGFA,GPC1,VEGFA_GPC1
VEGFA,SIRPA,VEGFA_SIRPA
VEGFA,TYRO3,VEGFA_TYRO3
VEGFA,ITGA9,VEGFA_ITGA9
MUC1,SIGLEC9,MUC1_SIGLEC9
CCL3L1,CCR1,CCL3L1_CCR1
CCL3L1,CCR3,CCL3L1_CCR3
CCL3L1,CCR5,CCL3L1_CCR5
NPPB,NPR1,NPPB_NPR1
NPPB,NPR3,NPPB_NPR3
NPPB,NPR2,NPPB_NPR2
LGALS3,LAG3,LGALS3_LAG3
BMP7,ACVR2A&BMPR1B,BMP7_ACVR2A&BMPR1B
BMP7,ACVR2B&BMPR1B,BMP7_ACVR2B&BMPR1B
BMP7,BMPR1B&BMPR2,BMP7_BMPR1B&BMPR2
BMP7,ACVR2A&BMPR1A,BMP7_ACVR2A&BMPR1A
BMP7,ACVR1&ACVR2A,BMP7_ACVR1&ACVR2A
BMP7,ACVR2B&BMPR1A,BMP7_ACVR2B&BMPR1A
BMP7,BMPR1A&BMPR2,BMP7_BMPR1A&BMPR2
BMP7,ACVR1&ACVR2B,BMP7_ACVR1&ACVR2B
BMP7,ACVR1&BMPR2,BMP7_ACVR1&BMPR2
BMP7,PTPRK,BMP7_PTPRK
ADCYAP1,RAMP2,ADCYAP1_RAMP2
ADCYAP1,RAMP3,ADCYAP1_RAMP3
ADCYAP1,ADRB2,ADCYAP1_ADRB2
ADCYAP1,ADRB3,ADCYAP1_ADRB3
ADCYAP1,TSHR,ADCYAP1_TSHR
ADCYAP1,VIPR1,ADCYAP1_VIPR1
ADCYAP1,ADCYAP1R1,ADCYAP1_ADCYAP1R1
ADCYAP1,VIPR2,ADCYAP1_VIPR2
ADCYAP1,SCTR,ADCYAP1_SCTR
ADCYAP1,PTH1R,ADCYAP1_PTH1R
ADCYAP1,GPR20,ADCYAP1_GPR20
ADCYAP1,GPR84,ADCYAP1_GPR84
IL1RN,IL1RL2,IL1RN_IL1RL2
CXCL2,CXCR1,CXCL2_CXCR1
CXCL2,CXCR2,CXCL2_CXCR2
CXCL2,XCR1,CXCL2_XCR1
CXCL2,MTNR1A,CXCL2_MTNR1A
CXCL2,GRM7,CXCL2_GRM7
CXCL2,ACKR1,CXCL2_ACKR1
CXCL3,CXCR1,CXCL3_CXCR1
CXCL3,CXCR2,CXCL3_CXCR2
CXCL3,MTNR1A,CXCL3_MTNR1A
CXCL3,GRM7,CXCL3_GRM7
CXCL3,ACKR1,CXCL3_ACKR1
FST,BMPR1B,FST_BMPR1B
FST,BMPR2,FST_BMPR2
TCN1,CD320,TCN1_CD320
TAC1,TACR2,TAC1_TACR2
PMCH,ADRA2A,PMCH_ADRA2A
PMCH,MTNR1A,PMCH_MTNR1A
PMCH,MERTK,PMCH_MERTK
PMCH,GRM7,PMCH_GRM7
PMCH,MCHR2,PMCH_MCHR2
PMCH,MCHR1,PMCH_MCHR1
TRH,TRHR,TRH_TRHR
NTF3,NTRK1,NTF3_NTRK1
NTF3,NGFR,NTF3_NGFR
NTF3,NTRK3,NTF3_NTRK3
NTF3,NTRK2,NTF3_NTRK2
EDN2,EDNRB,EDN2_EDNRB
EDN2,EDNRA,EDN2_EDNRA
IL11,IL11RA&IL6ST,IL11_IL11RA&IL6ST
PTN,ITGAV&ITGB3,PTN_ITGAV&ITGB3
PTN,PLXNB2,PTN_PLXNB2
PTN,SDC3,PTN_SDC3
PTN,SDC1,PTN_SDC1
PTN,PTPRB,PTN_PTPRB
PTN,PTPRZ1,PTN_PTPRZ1
PTN,SDC2,PTN_SDC2
PTN,PTPRS,PTN_PTPRS
PTN,ALK,PTN_ALK
MDK,ITGA4&ITGB1,MDK_ITGA4&ITGB1
MDK,ITGA6&ITGB1,MDK_ITGA6&ITGB1
MDK,TSPAN1,MDK_TSPAN1
MDK,SDC3,MDK_SDC3
MDK,SDC1,MDK_SDC1
MDK,PTPRZ1,MDK_PTPRZ1
MDK,SDC2,MDK_SDC2
MDK,LRP2,MDK_LRP2
MDK,NOTCH2,MDK_NOTCH2
MDK,LRP1,MDK_LRP1
MDK,ALK,MDK_ALK
ZP3,EGFR,ZP3_EGFR
ZP3,MERTK,ZP3_MERTK
FGF7,NRP1,FGF7_NRP1
FGF7,FGFR1,FGF7_FGFR1
FGF7,FGFR2,FGF7_FGFR2
FGF7,FGFR4,FGF7_FGFR4
FGF7,FGFR3,FGF7_FGFR3
BMP5,ACVR2A&BMPR1B,BMP5_ACVR2A&BMPR1B
BMP5,ACVR2B&BMPR1B,BMP5_ACVR2B&BMPR1B
BMP5,BMPR1B&BMPR2,BMP5_BMPR1B&BMPR2
BMP5,ACVR2A&BMPR1A,BMP5_ACVR2A&BMPR1A
BMP5,ACVR1&ACVR2A,BMP5_ACVR1&ACVR2A
BMP5,ACVR2B&BMPR1A,BMP5_ACVR2B&BMPR1A
BMP5,BMPR1A&BMPR2,BMP5_BMPR1A&BMPR2
BMP5,ACVR1&ACVR2B,BMP5_ACVR1&ACVR2B
BMP5,ACVR1&BMPR2,BMP5_ACVR1&BMPR2
BMP6,ACVR2A&BMPR1B,BMP6_ACVR2A&BMPR1B
BMP6,ACVR2B&BMPR1B,BMP6_ACVR2B&BMPR1B
BMP6,BMPR1B&BMPR2,BMP6_BMPR1B&BMPR2
BMP6,ACVR2A&BMPR1A,BMP6_ACVR2A&BMPR1A
BMP6,ACVR1&ACVR2A,BMP6_ACVR1&ACVR2A
BMP6,ACVR2B&BMPR1A,BMP6_ACVR2B&BMPR1A
BMP6,BMPR1A&BMPR2,BMP6_BMPR1A&BMPR2
BMP6,ACVR1&ACVR2B,BMP6_ACVR1&ACVR2B
BMP6,ACVR1&BMPR2,BMP6_ACVR1&BMPR2
IL10,IL10RA&IL10RB,IL10_IL10RA&IL10RB
CCL1,CCR8,CCL1_CCR8
CCL1,ACKR1,CCL1_ACKR1
CCL1,ACKR4,CCL1_ACKR4
FGFR4,TNFRSF10A,FGFR4_TNFRSF10A
FGFR4,EPHA4,FGFR4_EPHA4
FGFR4,PTPRR,FGFR4_PTPRR
GAL,GALR2,GAL_GALR2
GAL,GALR3,GAL_GALR3
GAL,ADRA2A,GAL_ADRA2A
GAL,HLA-DPA1,GAL_HLA-DPA1
GAL,GALR1,GAL_GALR1
GAL,MTNR1A,GAL_MTNR1A
GAL,GRM7,GAL_GRM7
GAL,GPR151,GAL_GPR151
FGFR3,EPHA4,FGFR3_EPHA4
FBLN1,ITGB1,FBLN1_ITGB1
ANOS1,FGFR1,ANOS1_FGFR1
ANOS1,SDC2,ANOS1_SDC2
BDNF,NGFR,BDNF_NGFR
BDNF,DRD4,BDNF_DRD4
BDNF,NTRK2,BDNF_NTRK2
BDNF,GPR152,BDNF_GPR152
NPPC,NPR1,NPPC_NPR1
NPPC,NPR3,NPPC_NPR3
NPPC,NPR2,NPPC_NPR2
IL32,ITGB3,IL32_ITGB3
COL8A2,ITGA10&ITGB1,COL8A2_ITGA10&ITGB1
COL8A2,ITGA2&ITGB1,COL8A2_ITGA2&ITGB1
COL8A2,ITGA1&ITGB1,COL8A2_ITGA1&ITGB1
COL8A2,ITGA11&ITGB1,COL8A2_ITGA11&ITGB1
AZGP1,ITGAV,AZGP1_ITGAV
S100A4,EGFR,S100A4_EGFR
S100A4,ERBB2,S100A4_ERBB2
S100A4,CCR5,S100A4_CCR5
MST1,MST1R,MST1_MST1R
GDF1,ACVR1B&ACVR2A&CFC1,GDF1_ACVR1B&ACVR2A&CFC1
GDF1,ACVR1C&ACVR2A&CFC1,GDF1_ACVR1C&ACVR2A&CFC1
GDF1,ACVR1B&ACVR2B&CFC1,GDF1_ACVR1B&ACVR2B&CFC1
GDF1,ACVR1B&ACVR2A,GDF1_ACVR1B&ACVR2A
GDF1,ACVR1C&ACVR2A,GDF1_ACVR1C&ACVR2A
GDF1,ACVR1B&ACVR2B,GDF1_ACVR1B&ACVR2B
GDF1,ACVR1C&ACVR2B,GDF1_ACVR1C&ACVR2B
GDF1,BMPR1A,GDF1_BMPR1A
GDF1,ACVR1,GDF1_ACVR1
GDF1,HTR4,GDF1_HTR4
GDF1,BMPR2,GDF1_BMPR2
CALR,ITGAV,CALR_ITGAV
CALR,ITGA2B,CALR_ITGA2B
CALR,TSHR,CALR_TSHR
CALR,ITGA3,CALR_ITGA3
CALR,MPL,CALR_MPL
CALR,MTNR1A,CALR_MTNR1A
CALR,LRP1,CALR_LRP1
CALR,SCARF1,CALR_SCARF1
CFP,NCR1,CFP_NCR1
GRN,EGFR,GRN_EGFR
GRN,NTRK1,GRN_NTRK1
GRN,TNFRSF1A,GRN_TNFRSF1A
GRN,TNFRSF1B,GRN_TNFRSF1B
GRN,CLEC4M,GRN_CLEC4M
CCN2,LRP6,CCN2_LRP6
CCN2,EGFR,CCN2_EGFR
CCN2,NTRK1,CCN2_NTRK1
CCN2,ITGB2,CCN2_ITGB2
CCN2,ITGA5,CCN2_ITGA5
CCN2,ITGAM,CCN2_ITGAM
CCN2,IGF2R,CCN2_IGF2R
CCN2,FGFR2,CCN2_FGFR2
CCN2,LRP1,CCN2_LRP1
CCN2,ERBB4,CCN2_ERBB4
IL12A,CD28,IL12A_CD28
NTS,NTSR2,NTS_NTSR2
NTS,NGFR,NTS_NGFR
NTS,NTSR1,NTS_NTSR1
FGF9,FGFR1,FGF9_FGFR1
FGF9,FGFR2,FGF9_FGFR2
FGF9,FGFR4,FGF9_FGFR4
FGF9,FGFR3,FGF9_FGFR3
IFNA8,IFNAR1&IFNAR2,IFNA8_IFNAR1&IFNAR2
IFNA8,GPR152,IFNA8_GPR152
NTF4,NTRK1,NTF4_NTRK1
NTF4,NGFR,NTF4_NGFR
NTF4,NTRK2,NTF4_NTRK2
BMP8B,ACVR2A&BMPR1B,BMP8B_ACVR2A&BMPR1B
BMP8B,ACVR2B&BMPR1B,BMP8B_ACVR2B&BMPR1B
BMP8B,BMPR1B&BMPR2,BMP8B_BMPR1B&BMPR2
BMP8B,ACVR2A&BMPR1A,BMP8B_ACVR2A&BMPR1A
BMP8B,ACVR1&ACVR2A,BMP8B_ACVR1&ACVR2A
BMP8B,ACVR2B&BMPR1A,BMP8B_ACVR2B&BMPR1A
BMP8B,BMPR1A&BMPR2,BMP8B_BMPR1A&BMPR2
BMP8B,ACVR1&ACVR2B,BMP8B_ACVR1&ACVR2B
BMP8B,ACVR1&BMPR2,BMP8B_ACVR1&BMPR2
BMP8B,PLAUR,BMP8B_PLAUR
PRSS3,F2RL2,PRSS3_F2RL2
PRSS3,F2R,PRSS3_F2R
PRSS3,F2RL1,PRSS3_F2RL1
PRSS3,PARD3,PRSS3_PARD3
PRSS3,F2RL3,PRSS3_F2RL3
IL13,IL13&IL13RA1&IL4R,IL13_IL13&IL13RA1&IL4R
IL13,IL13RA1&IL4R,IL13_IL13RA1&IL4R
IL13,IL13RA2&IL4R,IL13_IL13RA2&IL4R
IL13,IL2RG,IL13_IL2RG
IL13,TMEM219,IL13_TMEM219
SFTPD,TLR4,SFTPD_TLR4
SFTPD,SIRPA,SFTPD_SIRPA
SFTPD,LAIR1,SFTPD_LAIR1
ADM,GPR182,ADM_GPR182
ADM,RAMP1,ADM_RAMP1
ADM,RAMP2,ADM_RAMP2
ADM,RAMP3,ADM_RAMP3
ADM,ADRB2,ADM_ADRB2
ADM,ADRB3,ADM_ADRB3
ADM,TSHR,ADM_TSHR
ADM,VIPR1,ADM_VIPR1
ADM,ADCYAP1R1,ADM_ADCYAP1R1
ADM,PTH1R,ADM_PTH1R
ADM,CALCRL,ADM_CALCRL
ADM,MRGPRX2,ADM_MRGPRX2
ADM,GPR20,ADM_GPR20
ADM,GPR84,ADM_GPR84
SERPINF1,PLXDC2,SERPINF1_PLXDC2
SNCA,LAG3,SNCA_LAG3
COL15A1,ITGA10&ITGB1,COL15A1_ITGA10&ITGB1
COL15A1,ITGA2&ITGB1,COL15A1_ITGA2&ITGB1
COL15A1,ITGA1&ITGB1,COL15A1_ITGA1&ITGB1
COL15A1,ITGA11&ITGB1,COL15A1_ITGA11&ITGB1
GDNF,GFRA2&RET,GDNF_GFRA2&RET
GDNF,GFRA1&RET,GDNF_GFRA1&RET
GDNF,EDNRB,GDNF_EDNRB
THPO,MPL,THPO_MPL
IL15,IL15RA&IL2RB&IL2RG,IL15_IL15RA&IL2RB&IL2RG
IL15,IL2RA,IL15_IL2RA
LEP,LEPR,LEP_LEPR
LEP,LRP2,LEP_LRP2
WNT5A,FZD9,WNT5A_FZD9
